"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"107160138309304320","","","107120922821017600","15880163","2011-08-26 18:39:02 +0000","web","RT @CultOfRazer: Introducing the Razer Blade - The World's First True Gaming Laptop. http://t.co/OzYHJJV   #PCGAMING","http://www.youtube.com/watch?v=H2Nbn4bjf6s"
