"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"64518717714857984","","","","","2011-05-01 02:37:15 +0000","<a href=""http://www.dropbox.com"" rel=""nofollow"">Dropbox?</a>","I love Dropbox because I have 5 computers that are synced and it backs them up by propogating files to them all http://db.tt/GnU80cU"
