"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"93784077865459712","","","","","2011-07-20 20:47:21 +0000","web","Thumb Keyboard (@beansoft) and @AndroidPolice are giving away a free Samsung Tab 10.1 tablet http://t.co/aNRiNFd. Wakka wakka woo","http://bit.ly/ap-tk"
