"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"274671546969239552","274669061361774592","14114222","","","2012-12-01 00:29:34 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@jayroh I heard ?NO CAMERAS?"
"274665429866278912","","","","","2012-12-01 00:05:16 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Oh, @steveklabnik. Anywhere I go on Github, I see your mug. http://t.co/W55iXPxM","http://twitter.com/thompson_caleb/status/274665429866278912/photo/1"
"274664570470166528","274664442623557632","6264782","","","2012-12-01 00:01:51 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@grossberg @steveklabnik Open mouth; Insert foot."
"274664164457340928","274658034616250374","22386062","","","2012-12-01 00:00:14 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@steveklabnik He didn?t?"
"274663971825516544","","","274653416574308355","204832963","2012-11-30 23:59:28 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @TheTweetOfGod: I don't create complex marine ecosystems in your landfills, so please don't dump shit in My oceans."
"274663355418038272","","","274226419503099904","12973272","2012-11-30 23:57:01 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @nex3: Just merged CSS sourcemap support into the Sass master branch. Many thanks to Alexander Pavlov for his hard work on it."
"274663101687799808","274641393383792640","8000842","","","2012-11-30 23:56:01 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@tpope ON THE LEFT"
"274663012143624192","274641393383792640","8000842","","","2012-11-30 23:55:39 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@tpope People standing on escalators."
"274619210762702848","","","","","2012-11-30 21:01:36 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",".@Dropbox can we please get user account switching, a-la Google accounts?"
"274618654212096000","274616288893091840","6173562","","","2012-11-30 20:59:23 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@saturnflyer Thanks!"
"274603522102816771","274602697200656384","22386062","","","2012-11-30 19:59:16 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@steveklabnik You had me worried there for a minute."
"274602575054114816","274599691457527809","6264782","","","2012-11-30 19:55:30 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@grossberg The service is nice enough that I?m unwilling to buy elsewhere (updates, social, sales, sync)."
"274602560126611456","274599691457527809","6264782","","","2012-11-30 19:55:26 +0000","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","@grossberg Really the only thing missing as far as publishers that I?ve found is Blizzard."
