"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"127199310566793216","","248507370","","","2011-10-21 01:47:33 +0000","web","@abestanway #commitlogsfromlastnight needs links to the commits."
